aa	Afaraf
pfl	Pfaelzisch
pga	Sudanese Creole Arabic
pgd	Gāndhārī
pgg	Pangwali
pgi	Pagi
pgk	Rerep
pgl	Gaeilge Ársa
pgn	Paelignian
pgs	Pangseng
pgu	Pagu
pha	Pa-Hng
pha-x-pathan	Pa Than
phd	Phudagi
phg	Phuong
phh	Phukha
phk	Phake
phl	پھالولہ زبان
phm	Phimbi
phn	Phoenician
pho	Phunoi
pho-x-taihe	Tai He
phq	Phana'
phr	پوٹھواری
pht	Phu Thai
phu	Phuan
phv	Pahlavani
phw	Phangduwali
pi	पाऴि
pia	Pima Bajo
pib	Yine
pic	Pinji
pid	Piaroa
pie	Piro
pif	Pingelapese
pig	Pisabo
pih	Pitcairn-Norfolk
pii	Pini
pil	Yom
pim	Powhatan
pin	Piame
pio	Piapoco
pip	Pipero
pir	Piratapuyo
pis	Pijin
piu	Pintupi-Luritja
piv	Pileni
piw	Pimbwe
pix	Piu
piy	Piya-Kwonci
piy-x-wurkum	Wurkum
piz	Pije
pjt	Pitjantjatjara
pka	Ardhamāgadhī Prākrit
pkb	Pokomo
pkc	백제어
pkg	Pak-Tong
pkh	Pankhu
pkn	Pakanha
pko	Pökoot
pkp	Pukapuka
pkr	Attapady Kurumba
pks	Pakistan Sign Language
pkt	Maleng
pku	Paku
pl	język polski, polszczyzna
pla	Miani
pla-x-dugumur	Dugumur
pla-x-mianinorth	Miani North
pla-x-raraiba	Raraiba
pla-x-rarin	Rarin
pla-x-sibera	Sibera
pla-x-simbine	Simbine
pla-x-widaro	Widaro
plb	Polonombauk
plc	Central Palawano
plc-x-taotbato	Palawan Taot Bato
pld	Polari
ple	Palu'e
plg	Pilagá
plh	Paulohi
plj	Polci
plk	شینا زبان
pll	Shwe Palaung
pln	Palenquero
plo	Oluta Popoluca
plq	Palaic
plr	Palaka Senoufo
pls	San Marcos Tlacoyalco Popoloca
plt	Plateau Malagasy
plt-x-antaifasy	Antaifasy
plt-x-antambahoaka	Antambahoaka
plt-x-ikongotanala	Ikongo Tanala
plt-x-sbetsileo	Southern Betsileo
plt-x-sihanaka	Sihanaka
plt-x-tanala	Tanala
plt-x-zafimaniry	Zafimaniry
plu	Palikúr
plv	Southwest Palawano
plv-x-taotba	Tao't Bato
plw	Brooke's Point Palawano
ply	巴琉语
plz	Paluan
pma	Paama
pmb	Pambia
pme	Pwaamei
pmf	Pamona
pmf-x-wana	Wana
pmh	महाराष्ट्री प्राकृत
pmi	普米语
pmj	南普米语
pmk	Pamlico
pmm	Pomo
pmn	Pam
pmo	Pom
pmo-x-miosindi	Miosindi
pmo-x-serewen	Serewen
pmq	Northern Pame
pmr	Paynamar
pms	Piemontese
pmt	Tuamotuan
pmw	Plains Miwok
pmx	Poumei Naga
pmy	Papuan Malay
pna	Punan Bah-Biau
pna-x-punanhalanga	Punan Halanga
pnb	پنجابی‎
pnb-x-faqirparsi	Faqir Parsi
pnc	Pannei
pne	Western Penan
png	Pongu
pnh	Penrhyn
pni	Aoheng
pnk	Paunaka
pnl	Paleni
pnm	Punan Batu 1
pnn	Pinai-Hagahai
pnp	Pancana
pnq	Pana (Burkina Faso)
pnr	Panim
pns	Ponosakan
pnt	Pontic
pnu	炯奈
pnv	Pinigura
pnw	Panytyima
pnx	Phong-Kniang
pny	Pinyin
pnz	Pana
poc	Poqomam
poe	San Juan Atzingo Popoloca
pof	Poke
pog	Potiguára
poh	Poqomchi'
poi	Highland Popoluca
pok	Pokangá
pom	Southeastern Pomo
pon	Pohnpeian
poo	Central Pomo
pop	Pwapwâ
poq	Texistepec Popoluca
pos	Sayula Popoluca
pot	Potawatomi
pov	Upper Guinea Crioulo
pow	San Felipe Otlaltepec Popoloca
pox	Język połabski
poy	Pogolo
ppa	Pao
ppe	Papi
ppi	Paipai
ppk	Uma
ppl	Pipil
ppm	Papuma
ppn	Papapana
ppo	Folopa
ppp	Pelende
ppq	Pei
pps	San Luís Temalacayuca Popoloca
ppt	Pare
pqa	Pa'a
pqm	Malecite-Passamaquoddy
prb	Lua'
prc	Parachi
prd	Parsi-Dari
pre	Principense
prf	Paranan
prg	Prussian
prh	Porohanon
pri	Paicî
prk	Parauk
prl	Peruvian Sign Language
prm	Kibiri
prm-x-foroba	Foroba
prm-x-porome	Porome
prn	Vâs’i-vari
pro	Occitan ancian
prp	Parsi
prq	Ashéninka Perené
prs	دری
prt	Phai
pru	Puragi
prw	Parawen
prw-x-ale	Ale
prx	Purik
prz	Providencia Sign Language
ps	پښتو
psa	Asue Awyu
psc	Persian Sign Language
psd	Plains Indian Sign Language
pse	Central Malay
pse-x-bengkulu	Bengkulu
pse-x-enim	Enim
pse-x-ogan	Ogan
pse-x-pasemah	Pasemah
pse-x-riauasli	Suku Asli
pse-x-serawai	Serawai
psg	Penang Sign Language
psh	Southwest Pashai
psi	Southeast Pashai
psl	Puerto Rican Sign Language
psm	Pauserna
psn	Panasuan
pso	Polish Sign Language
psp	Philippine Sign Language
psq	Pasi
psr	Portuguese Sign Language
psr-x-capverdesl	Cabo Verdean Sign Language
psr-x-guinbisssl	Lingua Gestual Guineense
psr-x-saotomprsl	Língua Gestual de São Tomé e Príncipe
pss	Kaulong
pst	منځنۍ پښتو
psu	Śaurasenī Prākṛt
psw	Port Sandwich
pt	português
pta	Pai Tavytera
pt-br	Português
pth	Pataxó Hã-Ha-Hãe
pti	Pintiini
ptn	Patani
pto	Zo'é
ptp	Patep
ptq	Pattapu
ptr	Piamatsina
ptt	Enrekang
ptu	Bambam
ptv	Port Vato
ptw	Pentlatch
pty	Pathiya
pua	Western Highland Purepecha
pub	Purum
puc	Punan Merap
puc-x-kayangurek	Kayan Ngurek
puc-x-kayanmerap	Kayan Merap
puc-x-nahakramu	Naha Kramu
puc-x-tanglaan	Tang La'an
pud	Punan Aput
pud-x-punanbirun	Punan Birun
pud-x-punanmetut	Punan Metut
puf	Punan Merah
puf-x-mirau	Mirau
pug	Phuie
pui	Puinave
puj	Punan Tubu
puj-x-bilabekayuk	Punan Bila Bekayuk
puj-x-bintuan	Bintuan
puj-x-linaubahau	Punan Linau Bahau
puj-x-linohsempayan	Dayak Linoh Sempayan
puj-x-longlihi	Long Lihi
puj-x-longpada	Punan Long Pada
puj-x-longranau	Long Ranau
puj-x-longtiti	Long Titi
puj-x-menaburbes	Menabur Besar
puj-x-punanbengalan	Punan Bengalan
puj-x-punanmentarang	Punan Mentarang
puj-x-punansemeriot	Punan Semeriot
puj-x-riantubu	Rian Tubu
puj-x-sebaing	Sebaing
puk	Pu Ko
pum	पुमा
puo	Puoc
pup	Pulabu
puq	Puquina
pur	Puruborá
put	Putoh
put-x-dayakabai	Dayak Abai
puu	Punu
puw	Puluwatese
pux	Puare
puy	Purisimeño
pwa	Pawaia
pwb	Panawa
pwg	Gapapaiwa
pwi	Patwin
pwm	Molbog
pwn	Paiwan
pwo	Pwo Western Karen
pwr	Powari
pwr-x-marari	Marari
pww	Pwo Northern Karen
pxm	Quetzaltepec Mixe
pye	Pye Krumen
pym	Fyam
pyn	Poyanáwa
pys	Paraguayan Sign Language
pyu	Puyuma
pyx	Pyu (Myanmar)
pyy	Pyen
pzn	Para Naga
qaa-x-0123f0	Neko
qaa-x-0456d6	Kiruri/Ruri
qaa-x-0e4cba	Bram
qaa-x-112cc6	Dou
qaa-x-1e034f	Duduela
qaa-x-249d36	Ibalantoy
qaa-x-2a8b78	Miani
qaa-x-2cc8ae	Dayak Mentobi
qaa-x-39b560	Berefo
qaa-x-3e7fd4	Kou
qaa-x-4265f7	Kosena
qaa-x-429238	Natukar
qaa-x-4a6896	Khaltayee
qaa-x-4aff96	Phalang
qaa-x-51714f	Yoku
qaa-x-555217	Tasig
qaa-x-58a798	Yandang
qaa-x-5c370b	Boholano
qaa-x-60d198	Date
qaa-x-657797	Dayak Sisang
qaa-x-6d23fd	Kwato
qaa-x-6d5fd9	Nigum
qaa-x-6e8874	Wamas
qaa-x-700207	Luwisi
qaa-x-73bcad	Huaku Yao
qaa-x-788936	Dayak Banjur Simpang
qaa-x-93d6bb	TestLanguage
qaa-x-94e36e	SUN Homesign Aurangabad
qaa-x-a1bb05	Lukonzo
qaa-x-a39a46	Western Juxtlahuaca Mixtec
qaa-x-a3a290	Aluk Xekong
qaa-x-ac3d56	Dayak Paus
qaa-x-b25a78	Kuni
qaa-x-b90bc8	Ancient Hebrew
qaa-x-bbd7fc	Sawi Ayamon
qaa-x-c3f2af	Haya
qaa-x-c67de8	Serawai
qaa-x-d4f123	Zhuang
qaa-x-d6b7f6	B’laan Fungol
qaa-x-d8361a	Yodolo
qaa-x-d9109d	Matya Samo
qaa-x-e4f23d	Logea
qaa-x-ea94c6	Nda Kaka
qaa-x-f0c991	Uraw Language
qaa-x-f3a46e	Nengom
qaa-x-fbf054	Kwamba
qaa-x-fc164d	Nyesam
qaa-x-fd0df2	Wokea
qu	Runa Simi, Kichwa
qua	Quapaw
qub	Huallaga Huánuco Quechua
quc	K'iche'
qud	Calderón Highland Quichua
quf	Lambayeque Quechua
qug	Chimborazo Highland Quichua
quh	South Bolivian Quechua
qui	Quileute
quk	Chachapoyas Quechua
qul	North Bolivian Quechua
qum	Sipacapense
qun	Quinault
qup	Southern Pastaza Quechua
quq	Quinqui
qur	Yanahuanca Pasco Quechua
qus	Santiago del Estero Quichua
quv	Sacapulteco
quw	Tena Lowland Quichua
qux	Yauyos Quechua
quy	Ayacucho Quechua
quz	Cusco Quechua
qva	Ambo-Pasco Quechua
qvc	Cajamarca Quechua
qve	Eastern Apurímac Quechua
qvh	Huamalíes-Dos de Mayo Huánuco Quechua
qvi	Imbabura Highland Quichua
qvj	Loja Highland Quichua
qvl	Cajatambo North Lima Quechua
qvm	Margos-Yarowilca-Lauricocha Quechua
qvn	North Junín Quechua
qvo	Napo Lowland Quechua
qvp	Pacaraos Quechua
qvs	San Martín Quechua
qvw	Huaylla Wanca Quechua
qvy	却域语
qvz	Northern Pastaza Quichua
qwa	Corongo Ancash Quechua
qwc	Classical Quechua
qwh	Huaylas Ancash Quechua
qwm	Kuman (Russia)
qws	Sihuas Ancash Quechua
qwt	Kwalhioqua-Tlatskanai
qxa	Chiquián Ancash Quechua
qxc	Chincha Quechua
qxh	Panao Huánuco Quechua
qxl	Salasaca Highland Quichua
qxn	Northern Conchucos Ancash Quechua
qxo	Southern Conchucos Ancash Quechua
qxp	Puno Quechua
qxq	زبان ترکی قشقایی
qxr	Cañar Highland Quichua
qxs	Southern Qiang
qxt	Santa Ana de Tusi Pasco Quechua
qxu	Arequipa-La Unión Quechua
qxw	Jauja Wanca Quechua
qya	Quenya
qyp	Quiripi
raa	Dungmali
rab	चाम्लिङ
rac	Rasawa
rad	Rade
raf	Western Meohang
rag	Logooli
rah	Rabha
rai	Ramoaaina
raj	राजस्थानी
rak	Tulu-Bohuai
ral	Ralte
ram	Canela
ran	Riantana
rao	Rao
rap	Rapanui
raq	Saam
rar	Rarotongan
ras	Tegali
rat	Razajerdi
rau	Raute
rav	Sampang
raw	Rawang
rax	Rang
ray	Rapa
raz	Rahambuu
rbb	Rumai Palaung
rbk	Northern Bontok
rbl	Miraya Bikol
rbp	Barababaraba
rcf	Réunion Creole French
rdb	Rudbari
rea	Rerau
reb	Rembong
ree	Rejang Kayan
ree-x-punanlisum	Punan Lisum
reg	Kara (Tanzania)
rei	Reli
rej	Rejang
rel	Rendille
ren	Rengao
res	Reshe
ret	Retta
rey	Reyesano
rga	Roria
rge	Romano-Greek
rgk	Rangkas
rgn	Romagnol
rgr	Resígaro
rgs	Southern Roglai
rgu	Ringgou
rhg	Rohingya
rhp	Yahang
ria	Riang (India)
rie	Rien
rif	ⵜⴰⵔⵉⴼⵉⵜ
ril	Riang (Myanmar)
rim	Nyaturu
rin	Nungu
rir	Ribun
rir-x-dayakmaliperuan	Dayak Mali Peruan
rir-x-dayakmudu	Dayak Mudu
rir-x-dayaksami	Dayak Sami
rit	Ritarungo
riu	Riung
rjg	Rajong
rji	Raji
rjs	Rajbanshi
rka	Kraol
rka-x-tmoan	T'moan
rkb	Rikbaktsa
rkh	Rakahanga-Manihiki
rki	Rakhine
rki-x-marmas	Marmas
rkm	Marka
rkt	Rangpuri
rm	rumantsch grischun
rma	Rama
rmb	Rembarunga
rmc	Carpathian Romani
rmc-UA-romungro	Romungro Romani
rme	Angloromani
rmf	Kalo Finnish Romani
rmg	Traveller Norwegian
rmh	Murkim
rmi	Lomavren
rmk	Romkun
rmk-x-belwang	Belwang
rml	Baltic Romani
rml-RU-ruskaroma	Russian Roma
rmm	Roma
rmn	Balkan Romani
rmn-x-koshnichary	Koshnichary
rmn-x-lyashy	Lyashy
rmn-x-nbalkanrom	Northern Balkan Romani
rmn-x-sbalkanrom	Southern Balkan Romani
rmn-x-yerliroman	Yerli Romani
rmo	Sinte Romani
rmp	Rempi
rmq	Caló
rmr-x-bha	Hungarian Ardilean Bayash
rmr-x-bhm	Hungarian Muntean Bayash
rmr-x-bsa	South Slavic Ardilean Bayash
rmr-x-bsl	Slavic Ludari Bayash
rms	Romanian Sign Language
rmt	زبان دومری
rmt-JO-domari	Domari
rmt-SY-domari	Syrian Domari
rmu	Tavringer Romani
rmv	Romanova
rmw	Welsh Romani
rmx	Rơ-măm
rmy	Vlax Romani
rmy-RU-vlahi	Vlahi
rmy-UA-lovari	Lovari
rmy-x-vc	Vlach Čergarski
rmy-x-vg	Vlach Gurbert
rmy-x-vwa	Vlach Western Arli
rmz	Marma
rn	Ikirundi
rnd	Ruund
rng	Ronga
rnl	Ranglong
rnn	Roon
rnp	Rongpo
rnw	Rungwa
ro	limba română
rob	Tae'
roc	Cacgia Roglai
rod	tòRógó
roe	Ronji
rof	Rombo
rog	Tiếng Ra Glai
rol	Romblomanon
rom	Romany
roo	Rotokas
rop	Kriol
ror	Rongga
rou	Runga
row	Dela-Oenale
row-x-oenale	Oenale Rilulon
rpn	Repanbitip
rpt	Rapting
rri	Ririo
rro	Waima
rrt	Arritinngithigh
rsb	Romano-Serbian
rsl	Русский жестовый язык
rsl-x-kazakhsl	Kazakh-Russian Sign Language
rtc	Rungtu Chin
rth	Ratahan
rth-x-pasan	Pasan
rtm	Rotuman
rts	Yurats
rtw	Rathawi
ru	Русский
rub	Gungu
ruc	Ruuli
rue	Rusyn
ruf	Luguru
rug	Roviana
ruh	Ruga
rui	Rufiji
ruk	Che
run-x-kitwa	Kitwa
ruo	Istro Romanian
rup	Macedo-Romanian
ruq	Megleno Romanian
rut	Рутульский
ruu	Lanas Lobu
ruy	Mala (Nigeria)
ruz	Ruma
rw	Ikinyarwanda
rwa	Rawo
rwk	Rwa
rwl	Ruwila
rwm	Amba (Uganda)
rwo	Rawa
rwo-x-karo	Karo
rwr	Marwari (India)
rw-x-kinyabwisha	Kinyabwisha
rxd	Ngardi
rxw	Karuwali
ryn	奄美大島南部方言
rys	八重山物言
ryu	沖縄口/ウチナーグチ
rzh	Razihi
sa	संस्कृतम्
saa	Saba
sab	Buglere
sac	Meskwaki
sad	Sandawe
sae	Sabanê
saf	Safaliba
sah	Якутский
saj	Sahu
sak	Sake
sam	Samaritan Aramaic
sao	Sause
saq	Samburu
sas	Sasak
sat	Santali
sat-x-kamar	Kamar
sau	Saleman
sav	Saafi-Saafi
saw	Sawi
saw-x-erary	Sawi Erary
saw-x-sawierary	Sawi Erary
sax	Sa
say	Zaar
saz	Saurashtra
sba	Ngambay
sbb	Simbo
sbc	Kele (Papua New Guinea)
sbd	Southern Samo
sbe	Saliba
sbf	Chabu
sbg	Seget
sbh	Sori-Harengan
sbi	Seti
sbj	Surbakhal
sbk	Safwa
sbl	Botolan Sambal
sbm	Sagala
sbn	سندھی زبان
sbo	Sabüm
sbp	Sangu
sbq	Sileibi
sbr	Sembakung Murut
sbr-x-dayaksane	Dayak Sane
sbr-x-mudu	Dayak Mudu
sbr-x-senganan	Dayak Senganan
sbs	Subiya
sbs-x-chiikuhane	Chiikuhane
sbt	Kimki
sbt-x-asbe	Asbe
sbu	Stod Bhoti
sbv	Sabine
sbw	Simba
sbx	Seberuang
sbx-x-desa	Desa Kayan
sby	Soli
sbz	Sara Kaba
sc	sardu
scb	Chut
sce	东乡语
scf	San Miguel Creole French
scg	Sanggau
scg-x-cupangsembilan	Cupang Sembilan Domong
scg-x-dayakdosatn	Dayak Dosatn
scg-x-dayakkatarak	Dayak Katarak
scg-x-dayakkoman	Dayak Koman
scg-x-dayakmentrap	Dayak Mentrap
scg-x-dayaktebang	Dayak Tebang
scg-x-koman	Koman
scg-x-lebanghilir	Dayak Lebang Hilir
scg-x-linoh	Linoh
scg-x-mayau	Dayak Mayau
scg-x-sekuiam	Sekujam
scg-x-semerawai	Dayak Semerawai
sch	Sakachep
sci	Sri Lankan Creole Malay
sck	Sadri
scl	شینا
scn	Sicilian
sco	Scots
scp	Helambu Sherpa
scq	Sa'och
scs	North Slavey
scu	Shumcho
scv	Sheni
scw	Sha
scx	Sicel
sd	सिन्धी, سنڌي، سندھی‎
sda	Toraja-Sa'dan
sdb	شەبەکی
sdc	Sassarese Sardinian
sde	Kuvori
sdf	سارلی
sdg	Savi
sdh	کوردی خوارگ
sdh-x-kalhori	گویش‌های جنوبی کردی
sdj	Suundi
sdk	Sos Kundi
sdl	لغة الإشارة السعودية
sdm	Semandang
sdm-x-beginci	Dayak Beginci
sdm-x-dayakbihak	Dayak Bihak
sdm-x-dayakgerai	Dayak Gerai
sdm-x-kualant	Dayak Kualant
sdm-x-pangkalsuka	Dayak Pangkalan Suka
sdm-x-sekucngkua	Dayak Sekucing Kualan
sdn	Gallurese Sardinian
sdo	Bukar-Sadung Bidayuh
sdo-x-dayaktatoong	Dayak Tatoong
sdo-x-mentukar	Dayak Ntuka
sdp	Sherdukpen
sdr	Oraon Sadri
sdr-x-pahan	Pahan
sds-x-matmatberb	Matmata Berber
sdu	Sarudu
sdx	Sibu Melanau
sdz	Sallands
se	Davvisámegiella
sea	Semai
seb	Shempire Senoufo
sec	Sechelt
sed	Tiếng Xơ Đăng
see	Seneca
sef	Cebaara Senoufo
seg	Segeju
seh	Sena
sei	Seri
sek	Sekani
sel	Селькупский
sen	Nanerigé Sénoufo
seo	Suarmin
sep	Sìcìté Sénoufo
seq	Senara Sénoufo
ser	Serrano
ses	Koyraboro Senni Songhai
set	Sentani
set-x-csentani	Central Sentani
set-x-esentani	East Sentani
set-x-wsentani	West Sentani
seu	Serui-Laut
sev	Nyarafolo Senoufo
sew	Sewa Bay
sew-x-bokera	Bokera
sew-x-darubia	Darubia
sew-x-maibari	Maibari
sew-x-miadeba	Miadeba
sew-x-sawataitai	Sawataitai
sey	Secoya
sez	Senthang Chin
sfb	Langue des signes de Belgique Francophone
sfe	Eastern Subanen
sfm	小花苗
sfs	South African Sign Language
sfs-x-eswatinisl	eSwatini Sign Language
sfs-x-lesothosl	Lesotho Sign Language
sfw	Sehwi
sg	yângâ tî sängö
sga	Old Irish (to 900)
sgb	Mag-antsi Ayta
sgc	Kipsigis
sgc-x-dayaktobak	Dayak Tobak
sgd	Surigaonon
sge	Segai
sge-x-punankelai	Punan Kelai
sgg	Swiss-German Sign Language
sgh	Shughni
sgh-x-rushani	Rushani
sgi	Suga
sgj	Surgujia
sgk	桑孔
sgn	SUN
sgn-PY-asuncion1	Home Sign Asuncion 1
sgn-PY-Sun-ciudaddests1	SUN Homesign Ciudad del Ests 1
sgn-US-symbunot	Symbolic Universal Notation
sgn-UY-montevideo1	Home Sign Montevideo 1
sgn-x-aurangabad 1	Homesign Aurangabad 1
sgp	Singpho
sgr	زبان سنگسری
sgs	Samogitian
sgt	Brokpake
sgu	Salas
sgw	Sebat Bet Gurage
sgw-x-muher	Muher
sgx	Sierra Leone Sign Language
sgy	Sanglechi
sgz	Sursurunga
sha	Shall-Zwall
shb	Ninam
shc	Sonde
shd	Kundal Shahi
she	Sheko
shg	Shua
shh	Shoshoni
shi	ⵜⴰⵙⵓⵙⵙⵉⵜ
shj	Caning
shk	Shilluk
shl	Shendu
shm	Shahrudi
shn	Shan
sho	Shanga
shp	Shipibo-Conibo
shq	Sala
shr	Shi
shr-x-hwindja	Hwindja
shr-x-kigweshe	Kigweshegweshe
shr-x-kilinjalinja	Kilinjalinja
shr-x-kizibaziba	Kizibaziba
shr-x-longelonge	Longe-Longe
shs	Shuswap
sht	Shasta
shu	Chadian Arabic
shu-Arabic	Chadian Arabic
shv	لغة شحرية
shw	Shwai
shx	山客話
shy	لهجة شاوية
shz	Syenara Senoufo
si	සිංහල
sia	Бабинский
sib	Sebop
sid	Sidamo
sie	Simaa
sie-x-imilangu	Imilangu
sie-x-kwangwa	Kwangwa
sie-x-makoma	Makoma
sie-x-mwenyi	Mwenyi
sie-x-nyengo	Nyengo
sif	Siamou
sig	Paasaal
sih	Zire
sii	Shom Peng
sij	Numbami
sik	Sikiana
sil	Tumulung Sisaala
sim	Mende (Papua New Guinea)
sip	Sikkimese
siq	Sonia
sir	Siri
sis	Siuslaw
siu	Sinagen
siv	Sumariup
siw	Siwai
six	Sumau
six-x-tindong	Tindong
siy	زووآن ئ سیوندی
siz	تاسيويت
sja	Epena
sjb	Sajau Basap
sjb-x-pelancau	Punan Pelan Cau
sjd	Кильдинский саамский
sje	Pite Sami
sjg	Assangori
sjk	Kemi Sami
sjl	Sajalong
sjm	Mapun
sjn	Sindarin
sjo	锡伯语
sjp	Surjapuri
sjr	Siar-Lak
sjs	أمازيغية صنهاجة
sjt	Йоканьгско-саамский
sju	Ume Sami
sjw	Shawnee
sk	slovenčina, slovenský jazyk
ska	Skagit
skb	Saek
skc	Ma Manda
skd	Southern Sierra Miwok
ske	Seke (Vanuatu)
skf	Sakirabiá
skg	Sakalava Malagasy
skg-x-ananalava	Sakalava Ananalava
skg-x-besalampy	Sakalava Besalampy
skg-x-vezo	Vezo
skh	Sikule
ski	Sika
skj	Seke (Nepal)
skk	Sok
skm	Kutong
skn	Kolibugan Subanon
sko	Seko Tengah
skp	Sekapan
skq	Sininkere
skr	سرائیکی
sks	Maia
sks-x-dumudum	Dumudum
sks-x-milalimuda	Milalimuda
sks-x-rurunat	Rurunat
sks-x-suaro	Suaro
sks-x-tobenam	Tobenam
sks-x-vidaro	Vidaro
sks-x-wagedau	Wagedau
sks-x-yakiba	Yakiba
skt	Sakata
sku	Sakao
sku-x-noegabour	Noegabour
sku-x-portolry	Port Olry
skv	Skou
skv-x-moso	Moso
skx	Seko Padang
sky	Sikaiana
skz	Sekar
sl	slovenski jezik, slovenščina
slc	Sáliba
sld	Sissala
sle	Sholaga
slf	Swiss-Italian Sign Language
slg	Selungai Murut
slh	Southern Puget Sound Salish
sli	Lower Silesian
slj	Salumá
sll	Salt-Yui
slm	Pangutaran Sama
sln	Salinan
slp	Lamaholot
slp-x-pamakayu	Pamakayu
slr	撒拉语
sls	Singapore Sign Language
slt	Sila
slu	Selaru
slw	Sialum
slx	Salampasu
sly	Selayar
slz	Ma'ya
sm	gagana fa'a Samoa
sma	Southern Sami
smb	Simbari
smc	Som
smd	Sama
smf	Auwe
smg	Simbali
smh	撒梅语
smj	Lule Sami
smk	Bolinao
smk-x-Bolanons	Bol-Anons
sml	Central Sama
smm	Musasa
smn	Inari Sami
smp	Samaritan
smq	Samo
smr	Simeulue
sms	Skolt Sami
smt	Simte
smu	Somray
smv	Samvedi
smw	Sumbawa
smx	Samba
smy	زبان سمنانی
smz	Simeku
sn	chiShona
sna-x-doma	Doma
sna-x-korekore	Korekore
sna-x-shangwe	Shangwe
sna-ZM-goba	Goba
snb	Sebuyau
snc	Sinaugoro
snc-x-boku	Boku
snc-x-kamali	Kamali
snc-x-kemorupu	Kemorupu
snc-x-taboro	Taboro
sne	Bau Bidayuh
sne-x-dayaktengoh	Dayak Tengoh
sne-x-jagoibabang	Dayak Bidayuh Jagoi
snf	Noon
sng	Sanga (Democratic Republic of Congo)
snh	Shinabo
snj	Riverain Sango
snk	Soninke
snl	Sangil
snm	Southern Ma'di
snn	Siona
sno	Snohomish
snp	Siane
snp-x-wandodavar	Wandodavarasa
snq	Sangu (Gabon)
snr	Sihan
sns	South West Bay
snu	Senggi
snv	Sa'ban
snv-x-longbila	Dayak Long Bila
snw	Selee
snx	Sam
sny	Saniyo-Hiyewe
snz	Sinsauru
so	Soomaaliga, af Soomaali
soa	Thai Song
sob	Sobei
soc	So (Democratic Republic of Congo)
sod	Songoora
soe	Songomeno
sog	Sogdian
soh	Aka
soi	Sonha
soj	زبان سوی
sok	Sokoro
sol	Solos
som-x-kigoshi	Kigoshi
soo	Songo
sop	Songe
sop-x-kiyashi	Kiyashi
soq	Kanasi
sor	Somrai
sos	Seenku
sos-x-sambla	Sambla
sou	Southern Thai
sov	Sonsorol
sow	Sowanda
sox	Swo
soy	Miyobe
soz	Temi
spb	Sepa (Indonesia)
spc	Sapé
spd	Saep
spe	Sepa (Papua New Guinea)
spg	Sian
spg-x-punanrian	Punan Rian
spk	Sengo
spl	Selepet
spm	Akukem
spn	Sanapaná
spo	Spokane
spp	Supyire Senoufo
spq	Loreto-Ucayali Spanish
spr	Saparua
sps	Saposa
sps-x-bubuka	Boubouka
spt	Spiti Bhoti
spu	Sapuan
spv	Sambalpuri
spx	South Picene
spy	Sabaot
sqa	Shama-Sambuga
sqh	Shau
sqi	Shqip
sqk	Albanian Sign Language
sqm	Suma
sqn	Susquehannock
sqo	Sorkhei
sqq	Sou
sqr	Siculo Arabic
sqs	Sri Lankan Sign Language
sqt	اللغة السقطرية
squ	Squamish
sr	српски језик
sra	Saruga
srb	Sora
src	Logudorese Sardinian
sre	Sara
srf	Nafi
srg	Sulod
srh	塔吉克语
sri	Siriano
srk	Serudung Murut
srk-x-murutkabu	Murut Kabu
srl	Isirawa
sr-Latn	Serbian
srm	Saramaccan
srn	Sranan Tongo
sro	Campidanese Sardinian
srq	Sirionó
srr	Serer
srs	Sarsi
srt	Sauri
sru	Suruí
srv	Southern Sorsoganon
srx	Sirmauri
sry	Sera
srz	Shahmirzadi
ss	SiSwati
ssb	Southern Sama
ssb-x-simunulsam	Sama Simunul
ssc	Suba-Simbiti
ssc-x-kine	Kine
ssc-x-kiroba	Kiroba
ssc-x-sweta	Sweta
ssd	Siroi
sse	Balangingi
ssf	Thao
ssg	Seimat
ssh	لهجة قبيلة الشحوح
ssi	Sansi
ssj	Sausi
ssj-x-kene	Kene
ssj-x-wia	Wia
ssk	Sunam
ssl	Western Sisaala
ssm	Semnam
ssn	Waata
sso	Sissano
ssp	Spanish Sign Language
ssq	So'a
ssr	Swiss-French Sign Language
sss	Sô
sst	Sinasina
sst-x-dinga	Dinga
sst-x-gunangi	Gunangi
sst-x-kakora	Kakora
sst-x-kondo	Kondo
sst-x-malda	Malda
ssu	Susuami
ssv	Shark Bay
ssx	Samberigi
ssy	Saho
ssy-x-irob	Irob Saho
ssz	Sengseng
st	Sesotho
sta	Settla
stb	Northern Subanen
std	Sentinel
ste	Liana-Seti
stf	Seta
stg	Trieng
sth	Shelta
sti	Bulo Stieng
stj	Matya Samo
stk	Arammba
stl	Stellingwerfs
stm	Setaman
stn	Owa
stn-x-owariki	Owa Santa Catalina
stn-x-tawarafa	Tawarafa
sto	Stoney
stp	Southeastern Tepehuan
stq	Saterfriesisch
str	Straits Salish
sts	Shumashti
stt	Xtiêng
stu	Samtao
stv	Silt'e
stw	Satawalese
sty	Сибирско-татарский
su	Basa Sunda
sua	Sulka
sub	Suku
suc	Western Subanon
sud-x-sosudansl	South Sudan Sign Language
sue	Suena
sug	Suganga
sui	Suki
suj	Shubi
suk	Sukuma
sun-x-brebes	Brebes
suq	Suri
sur	Mwaghavul
sus	Susu
sut	Subtiaba
suv	Puroik
suw	Sumbwa
sux	Sumerian
suy	Suyá
suz	सुनुवार
sv	svenska
sva	ლუშნუ ნინ
